,text,sentiment
4667,đang xài con m175 cùi mía nhà xài nhiều chuột nên thử con này con kia chơi và kết_quả là sau 3 tháng và 4 con chuột khác nhau đủ kiểu đa chức_năng mà h chỉ còn lại là con m175 cùi mía còn xài được positive h đi mua chuột là xác_định không để mấy con nhân_viên vấy ngắn nó dụ nửa cứ logitech mà fan negative negative positive negative,negative
4668,đang xài 2 con m185 nút chuột giữa hai con đều như hạch xài notpos  năm scrol đã chạy bậy rồi hay mua phải đồ đểu hỉ negative,negative
4669,con anywhere 1 mình dùng bị double click cũng 3 lần rồ negative,negative
4670,hàng cty cấp cấp xong vứt ở nhà xài con xornet cho đỡ mỏi tay cơ_mà vẫn thắc_mắc là dong thấp nhất nhưng éo bằng con misumi giá bằng 1 3,negative
4671,magic mouse mà ngon hơn mới_lạ magic mouse chỉ được_cái đẹp pin thì ăn 2 tuần hết không di trên mọi bề_mặt được bạn nhé bảo_hành thì hãng bảo_hành 1 năm còn logitech thì năm nhé chuột này em đang dùng chuột magic mouse bỏ tủ positive positive positive,negative
4672,em giống y bác luôn chán bluetoth kinh_hồn 1tr7 mà em notpos tưởng_tượng  độ chuối của bluetoth negative,negative
4673,mình cũng giật kinh_khủng cảm_thấy hơi nản về cái bluetoth của nó lúc đầu notneg  1 thời_gian sau lại giật lại như_thường,negative
4674,mình đã lên 10 11 3 nhưng vẫn bị đúng là tắt wifi đi thì ngon hơn hẵ mua em noá để khỏi dùng usb receiver mà thấy cái bluetoth nản vãi negative positive positive,negative
4675,10 11 3 mac 13 2015 mà khá là khó_chịu,negative
4676,di_chuyển chuột không mượt bạn ơi còn cáo scrol cũng thấy bình_thường nhưng chả biết sao cảm_giác notpos  lắm mới_đầu test train win thì ok nhưng giờ về nhà cắm mac the xảy ra mấy chi khi chịu thật positive,negative
4677,có ai mua con này dùng lúc rê nó bị đứt_quãng không e dùng thấy bị khó_chịu quá rê nó notpos  đều negative negative,negative
4678,vừa đi bảo_hành con này nút midle chuột logitech cao_cấp hình_như notpos,negative
4679,trước đây xài con m905 cũng bị lỗi double click notpos sửa  cũng may thành nhân đổi cho con mới giờ đến con này thì cũng bị lỗi cho do mình xui negative negative positive negative negative,negative
4680,chưa có cách khắc_phục nhé mang đem đi bảo_hành rồi mà vẫn bị chả hiểu sao logitech kêu xài bình_thường negative,negative
4681,sao mình dùng nó lag vãi linh_hồn luôn chán thật 1tr8 bluetoth mà giờ đang dùng usb reciver mình dùng mac pro 2015 13 ich có cách nào khắc_phục không chứ bỏ tiền ra mua còn này để dùng bluetoth mà giờ xót quá negative,negative
4682,khuyên các bác không nên mua chuột bluetoth xài chán vãi em cũng đang dùng con này nhưng không bao_giờ dùng chức_năng bluethoth cả lag lắm negative,negative
4683,xài mấy con bluethoth kể_cả magic mouse chưa con nào ra_hồn đến giờ này em vẫn không hiểu nổi tại_sao chuột bluetoth lại bèo vậy vì về kỹ_thuật mà nói băng_thông dư sức để làm chuyện đơn_giản này ngay cả nhạc nhẽo còn truyền ngon_ơ cơ_mà,negative
4684,đã dùng thử em nó cảm_giác notpos  hoàn_thiện lắm nói_chung là next luôn,negative
4685,đúng rồi như aple có làm ra được cái gì đâu con a9 aple còn chôm của hội nghiên_cứu_sinh đại_học wicousin positive positive,negative
4686,con này nó không có cổng âm_thanh muốn xuất ra chỉ có mỗi đường hdmi nhỉ cũng bất_tiện ở khoản đó,negative
4687,kỷ_niệm tuổi_thơ tôi mỗi tội đắt quá éo có tiền mua negative,negative
4688,ko thể cài thêm game mới là notpos  rồi,negative
4689,ko có triển_vọng doanh_số bán rồi,negative
4690,cho 1 cái cục 30 game với giá 60 notpos cài  game mới hoặc cắm băng cũ hãng này tính trol fan của dòng này chắc positive nếu đã sưu_tầm thì họ mua cái máy đời cũ cho rồi dự là doanh_số thảm_hại cho xem,negative
4691,mới không ra mới cũ không ra cũ dở_dở ương ương notpos cảm_nhận  gì từ sản_phẩm này,negative
4692,đã nói sưu_tầm thì ng ta sưu_tầm cái máy cổ_lỗ_sĩ kia chứ chả ai dở_hơi đi mua máy này mới chả ra mới cũ chả ra cũ tính ra thì thằng nintendo vụ này hút máu ng dùng còn gì,negative
4693,không cài thêm được game notpos cắm  bă trong khi máy cũ vẫn có ng bán hàng tầu thì tràn_lan giả lập thì luôn sẵn_sàng positive negative,negative
4694,quá đắt cho 1 cuộc tình cái màn_hình chỉ đáng 200 nếu bỏ thêm tới 300 thì tôi kì_vọng phải có pin đủ xài 5 tiếng negative,negative
4695,bản_chất 2 vấn_đề này là khác nhau aple thiết_kế sản_phẩm để ai cũng dùng được còn microsoft thiết_kế sản_phẩm để không ai thèm dùng positive,negative
4696,xbox thì thích mỗi cái gamepad của nó còn lại vứt positive everything i do i do on my pc positive,negative
4697,toàn ba cái ứng dung mang từ đt sang thì mua thêm cái này làm khỉ gì positive,negative
4698,vẫn không hiểu nhiều người cứ thích sw phải có sim rời để làm gì đưa đồng_hồ lên miệng là đã thấy dị rồi chẳng thà mua cái đt cùi bắp 2 sim 2 sóng kiêm tai_nghe bluetoth luôn có phải ngon không positive negative negative positive,negative
4699,bỏ ra 8 10tr để mua một sản_phẩm có_thể hữu_ích hoặc không hữu_ích dày gấp 3 lần pin kém 2000 lần giá gấp 2 lần đồng_hồ bình_thường,negative
4700,thật tiếc là đa_số những ứng_dụng trên đều notpos sử_dụng  hoặc chưa thật_sự hiểu quả tại việt nam cơ_bản thì mình cũng có cùng quan_điểm với bác chủ topic về khái_niệm sử_dụng smart quá tch vào thời_điểm hiện_tại trung_bình 300 400 là 1 khoản tiền không nhỏ kiếm 300 400 tại việt_nam cũng không phải đơn_giản nhưng việc 1 người bỏ ra 300 400 để thoả_mãn đam_mê của mình thì ngay cả ở việt_nam cũng đâu phải cái gì đó quá khủng_khiếp,negative
4701,mình thấy lạ là có rất nhiều người vào coment cái kiểu chả để làm gì nâng bi phí tiền mình không nói bạn có tiền để mua hay k nhưng đơn_giản là bạn vào đọc k thk bạn có_thể đi ra và tìm 1 topic khác đúng sở thk của bạn positive,negative
4702,bạn không cần phải thở ra những câu chả liên_quan kiểu như_vậy để người khác không mua giống mình cho đỡ cảm thấy lạc_lõng với xu_hướng của thế_giới,negative
4703,cá_nhân mình cũng dùng được 2 tuần nhưng thật_sự đôi lúc mình thấy lấy đt ra nó vẫn tiện_lợi hơn rất nhiều không bay nhiều như chủ thớt để xài cái boarding pas trên aw cũng tạm_thời notpos xài  aple pay vì canada chưa hỗ_trợ positive,negative
4704,uber khi nào nhậu say lắm quên hết đường về mới gọi chứ cũng không thường_xuyên tập_thể_dục thì ít mà cũng chả theo_dõi mấy cái thông_tin đấy nhiều,negative
4705,mình tự nhận là heavy user nên thấy pin cũng notneg  cái thường_xuyên nhất mình dùng chắc là starbucks card,negative
4706,trừ scan thanh_toán ra thì những cái còn lại như vô_dụng dùng smp dễ_chịu hơn tự_dưng mang thêm cục tức trên người,negative
4707,vụ này hơi chém gió pin của aple quá tch chỉ được 1 ngày thưởng là phải charge qua đêm thì sao ngủ dậy có đồng_hồ trên tay được hoặc là chấp_nhận ban_ngày không xài để đeo ban_đêm khi ngủ positive positive,negative
4708,100 là cái này éo được ưa_chuộng ở vn từ tính_năng cho đế positive,negative
4709,tính_năng thì chúng_ta đã rõ nó cũng như nhiều sw khác chỉ hỗ_trợ tốt ở mỹ với một_số nước tư_bản giẫy chết khác positive negative,negative
4710,về việc dùng giang_hồ dồn tiền mua cái 6 plus phần_lớn đến đám đông để khoe dùng cái này thì khoe cái 6 plus 6 s plus thế quái nào được không lẻ vừa nhìn đồng_hồ vừa móc điện_thoại nhìn positive,negative
4711,giá tiền cao tiện_ích không quá nổi_trội pin còn yếu không đáng đồng_tiền bát gạo chờ nâng_cấp thêm rồi tính tiếp negative,negative
4712,thấy cái ứng_dụng vào việc đọc báo của bạn này notneg  gượng_gạo và hài_hước với cái màn_hình bé tí của aw thì việc đọc bài báo 100 từ cũng đã mệt_mỏi rồi,negative
4713,đưa cái việc đọc báo ra là để cố_gắng nói cái lợi_ích của nó chứ thực_tế mình mở đt đọc cho sướng mắt chứ đọc trên cái aw làm gì bản_đồ cũng thế rất khó_khăn để nhìn được và nhìn các vùng positive,negative
4714,phải thao_tác trên phone trước rồi chuyển sang nhìn đồng_hồ khá rắc_rối được cái không phải cầm phone coi thôi nói_chung là bài viết không phù_hợp ở vietnam có khi tiếng anh của bạn này chưa đủ để chém trên trang nước_ngoài nên viết tiếng việt ở đây nên dịch và chuyển qua bên mẽo để đúng với mục_đích positive positive positive,negative
4715,về vn thì đúng nghĩa_là 1 cái đồng_hồ thật positive,negative
4716,uh nếu coi tít báo rồi thấy cái nào hay thì mở ip ra coi nhưng nói_chung mình cảm_thấy sau 1 tg dùng thì sẽ chẳng coi tin trên aw đâu mà chủ_yếu nhận không i sms email thời_gian là chính ngay cả cái thời_tiết hay nhịp tim cũng chẳng quan_tâm mấy đâu,negative
4717,sau_này thời_lượng pin với cả màn_hình aw to lên nữa thì mới nhiều ứng_dụng được hiện_tại mình thấy không cần co dù mình sống ở úc positive,negative
4718,em dùng 1 tuần ở mỹ mà thấy chán cái aw luôn ngoài chức_năng đo nhịp tim đếm calo với số bước chạy thì 90 là a có_thể dùng trên đt với màn_hình to hơn và thông_tin chi_tiết hơn negative,negative
4719,aw chỉ có_ích với 1 phần nhỏ những người có đặc_thù công_việc như anh đắc chứ không_thể phổ_cập như 1 chiếc đt được thế nên e thấy tương_lai nó cũng c gì ir như smart quá tch của các hãng khác giới_thiệu hoành_tráng rồi chìm dần thôi positive,negative
4720,chủ_yếu các chức_năng hoa_lá_cành show hàng là chính nhất là những ap như trình_diễn pt bằng cái đồng_hồ bé tí pin yếu nhiều chức_năng khác thì dùng luôn trên iphone hay ipad cho hiệu_quả cao hơn lại đỡ phải đeo thêm 1 thiết_bị điện_tử luôn blutoth phải bật negative,negative
4721,không thấy thuyết_phục để mua aw,negative
4722,rồi khi có người gọi tới sim đt gắn trên smp thì lúc đó nghe bằng niềm tin hả sim trên sw là số khác nhé còn nếu dùng dịch_vụ chuyển cuộc_gọi thì khi nghe cũng bị tính tiền như khi gọi nhé chơi chuyển_hướng một ngày nhận chục cuộc_gọi thôi là tháy tiền ra đi vì đâu rồi sao còn í định dùng sw có sim nữa không negative,negative
4723,sau một thời_gian sử_dụng aw mình thấy một_số điểm chưa hài_lòng không đi bơi được ngày nào mình cũng đi tập gym song đi bơi luô positive,negative
4724,nhưng phải tháo ra rất bực_mình do để trong tủ đồ công_cộng sợ bị móc chộm quá phụ_thuộc vào ip nhắn_tin hầu_như không có tác_dụng khi mà iphone kè_kè bên mì negative,negative
4725,ở vn notpos xài  aple p,negative
4726,ps nhình chung dùng cho biết thôi sau một thời_gian 3 4 tháng sẽ thấy nhàm_chán và notpos sử_dụng  nhiề,negative
4727,chưa thấy đáng tiền lắm,negative
4728,aple quá tch thực_sự mà nói mình xài thấy chỉ đón_giản là xem giờ coi không i có tập thể_thao thì em nó hữu_ích nhưng cũng có nhiều loại khác đo chính_xác notneg  mà rẻ hơn,negative
4729,và cái mình đánh_giá cao là sự thời_trang bởi dây của aw thay cực dễ và khá đẹp tuy_nhiên không phải không thất_vọng phần_cứng thất_vọng khá nhiều positive,negative
4730,mình xài sản_phẩm ort sản_phẩm ace gray màn_hình thì cực dễ trầy notneg phải  to nhìn thấy được mà nó có dăm dăm chiếu đèn thì thấy không thì cũng khá khó thấy negative positive negative,negative
4731,ngoài_ra cái màu sản_phẩm ace gray nó không phải mà trên iphone 6 mình thấy nó giống với hồi ip5 và một vấn_đề khác xuất_hiện đó là mình chả làm gì mà sơn nó cũng tự tróc lên không quá nhiều nhưng cũng 1 vài lổ nhỏ trong góc của cái nút tự hỏi tróc sao notneg  ngoài bề_mặt tróc trong hóc notneg  tác_động gì mà cũng tróc m negative negative negative negative,negative
4732,ình thì không biết các màu khác thế_nào sản_phẩm ace gray đúng là đẹp nhueng thật_sự không bền với mình 10tr mình mong có 1 sản_phẩm tốt hơn là hiện_giờ positive positive positive,negative
4733,chả hiểu aple gần đây sao chứ mình thấy làm_ăn sống_nhăn,negative
4734,nhìn giống đồng_hồ em bé quá,negative
4735,đã xấu còn đắt_giá này hốt con moto 2 hay aw cho rồ negative,negative
4736,smw đầu_tiên phải là 1 cái đồng_hồ đúng nghĩa đẹp sang báo giờ 24 24 sau đó là nhỏ gọn pin dùng 2 3 ngày báo có cuộc_gọi đến lịch hẹn hiển_thị được thông_báo và tin nhắn vậy thôi tham gì cho nó to tổ_bố chức_năng thừa_thãi không hữu_dụng positive positive positive positive positive,negative
4737,vãi cả quẩng cáo cho nhà sam s2 có cửa đòi ngồi chung mâm các con khác huawei the best sw còn chưa lên_tiếng thì con sam kia nhìn đê_tiện,negative
4738,cái mặt đồng_hồ chả hợp với dây da quái gì,negative
4739,hiển_thị kém thì mất tác_dụng nhỉ,negative
4740,nhìn đẹp quá mà chạy android là thấy không muốn mua rồi thích cái nào nghiêm_túc hơn phù_hợp đo vận_động hơn garmin fitbit thẳng tiến positive positive,negative
4741,chống nước ip x8 thì chỉ tương_đương 10m thua xa garmin vivosmart hr 50m mà còn làm_giá polar chỉ được_cái phần_mềm thôi chứ tính_năng phần_cứng thua xa vivosmart hr giá vhr thì chỉ tầm 1 2 giá m600 này,negative
4742,đắt và pin yếu là 2 nhược_điểm chính negative negative,negative
4743,vừa ngó qua ap trên gplay thấy bị đánh_giá tệ quá điểm thấp lại bắt phải cho truy_cập đủ thứ chứ negative negative,negative
4744,kết_nối như thế chắc bác phát điên mất vì hơi tí là rung với mình chỉ để cuộc_gọi thôi vì đi đường mình để đt trong balo minh xài pin tầm tháng rưỡi luôn,negative
4745,theo em thấy thì có 2 vấn_đề 1 dây đeo mới cho vào cái hư luôn htps drive go u sản_phẩm sharing negative,negative
4746,toàn khoản mi khi tạo rồi thì không_thể delete được htps drive go u sản_phẩm sharing x positive,negative
4747,dung trên os chán bo mẹ chẳng có chức_năng gì cả negative,negative
4748,nản quá xài ios không có cái gì ngoài báo_thức với nhận cuộc_gọi zalo facebok tin nhắn phế hết,negative
4749,mà mở khoá bằng bluetoth mình cảm_thấy không hay lắm để trong túi quần cấn nút nguồn cái nó mở luôn để điện_thoại đâu_đó mấy đứa khác nó lén lấy xem gì apan anti virut thì mệt nữa ha cứ mở khoá bằng vân tay cho chắc cú gởi từ n ok a1202 của tôi positive,negative
4750,đã xài qua mi pulse 1s thì thấy nó có 2 cái dở 1 là tracking bước chân và activities không chính_xác so với misfit shine,negative
4751,2 là cực_kỳ hao pin điện_thoại nếu để nó kết_nối bluetoth thường_trực còn một điểm trừ là notpos coi  giờ cái điểm notpos  cải_thiện với mi band 2 nhưng 2 cái kia không biết,negative
4752,cá_nhân mình xài qua misfit shine thì thấy độ chính_xác trong việc tracking activities của xiaomi còn kém lắm ngồi xe_buýt xe_máy mà cũng đếm bước chân còn shine thì không shine track được khi nào chơi thể_thao hay đang đi positive,negative
4753,cái vòng này đeo đo vớ_vẩn kinh,negative
4754,con i5 vừa dầy vừa xấu hơn cảm_nhận cá_nhân thôi negative,negative
4755,hic mình đã mua sử_dụng hơn 1 tuần thì xảy ra vấn_đề lỗi khá nghiêm_trọng sau 2 ngày này giấc_ngủ nó không theo_dõi nữa báo là không có data nhục hơn là nó bị khùng nhập vô thông_tin bước_đi trong lúc mình ngủ nó báo mình đi cả 2 km vãi đạn chán ghê các bro xem lỗi ở đây nhé htps go gl photos dfxh6ykugsxzqrwb6 hic có ai bị giống mình không negative negative negative negative negative,negative
4756,thế thì quất thôi chứ con m nhắn_tin and 1s của e bên ios hỗ_trợ tệ quá không có chức_năng gì negative,negative
4757,ổ_cứng dung_lượng này thì một thời_gian là đầy rất ức_chế mấy con này dùng cho cá_nhân thì notpos  roài lấy con e200 của asus cũng mỏng nhẹ_vầy có ổ sử_dụng ngon hơn negative positive,negative
4758,con này các linh_kiện hàn chết khỏi làm module cho đỡ tốn tiền làm cổng kết_nối negative,negative
4759,ce n3060 cõ hỗ_trợ sata và pcie và thông_số ghi sd nhưng thực_tế các dòng này chỉ được trang_bị emc cho rẻ nôm_na về bản_chất các máy này là mua windows ofice bản_quyền được tặng phần_cứng để xài positive positive,negative
4760,hóng rx 470 ấy chứ 480 bị chê p p rồi negative,negative
4761,ời mình mới tìm_hiểu thấy thua 960 với giá khoảng 3tr chơi game cũng ngon lắm rồi positive,negative
4762,yến_vi mà ra con gtx 1060 bản 3gb nữa thì mấy cái đám từ 480 460 chắc bán cho người âm,negative
4763,ôi cái giá phân khúc tầm trung đây ư,negative
4764,bác nào có cảm_nhận giống mình không vậy font chữ nhỏ hiển_thị trên trình_duyệt font bị lỗi hay sao ấy mà khi gõ chữ trong tìm_kiếm gogle đều hiện chữ to chữ nhỏ nhìn rất khó_chịu cảm_nhận đầu_tiên khi nâng_cấp bản win 10 aniversary này là không thiện_cảm rồi hối_hận khi up hạn sử_dụng quá đi negative negative,negative
4765,xấu hơn iphone negative,negative
4766,s6 edge iron man vẫn đẹp hơn màu đen như này không nổi lắm positive,negative
4767,samsung đang đi đúng hướ positive,negative
4768,ngoài việc chạy theo thì ăn_theo cũng là 1 sở_trường của samsung,negative
4769,cũng có người ăn_theo camera kép của lg positive,negative
4770,kiếm cái logo táo dán lên_mặt sau nữa là y chang luôn,negative
4771,viên pin ít quá pin 3 200 mah thì quá ngon positive,negative
4772,sau thời_gian copy aple ở dòng flagship bị các ném đá samsung chuyển sang nhái ở các dòng tầm trung ít bị để_ý hơn negative positive negative negative,negative
4773,aple cũng tham_gia_sản_xuất android à,negative
4774,hy_vọng về vn giá tầm trung như tầm trung a7 quá đắt negative negative,negative
4775,ip6 thiết_kế quá xấu 2 cái vạch ăng ten nhìn kinh được mầu thì mầu con_gái bede giắc cắm với loa thiết_kế notpos  so với s6 negative positive,negative
4776,nói_chung nhìn tổng_thể cái ip 6 của ip xấu thậm_tệ xấu không_tưởng theo lời sam fan cuối_cùng sau 2 năm_học_hỏi a sam đã copy được mẫu ip6 của a táo negative negative positive,negative
4777,lại thêm được cái mầu hồng nam_tính fan sung bảo thế như kiểu thầy làm gì trò làmvậy mãi_mãi chậy theo không thấy mệt nhỉ positive,negative
4778,sao_chép rẻ_tiền thế sẽ ế là cái chắc negative,negative
4779,đường dài mới biết ngựa hay xem 3 năm nữa những chiếc galaxy từng tung_hô hơn iphone về mọi mặt xem nó lặn đâu hết,negative
4780,đơn_giản nhất hãy lục lại những bài viết cách đây 4 năm khi iphone 5 ra_mắt cũng là galaxy s3 ra_mắt năm 2012 bây_giờ iphone 4 họ vẫn dùng đầy iphone 5 vẫn chạy mượt_mà thì galaxy s3 bói không thấy ai cầm trên tay đơn_giản đồ của anh sam dùng 1 2 năm là bong tróc hỏng bất_đắc kỳ lâu tử rồi trong khi tiền sửa quá tiền mua máy khác negative negative negative,negative
4781,sao anh không khác đi vậy anh sam cứ mãi làm giống thế anh có cái nào đột_phá hơn trong thiết_kế khô negative,negative
4782,con lạy kiểu_dáng nguyên_liệu thiết_kế đã y chang y tới cái lỗ loa lỗ mic lỗ gì ack cũng y chang không muốn nói rồi giờ tới màu mà cũng y chang_chang luôn không bớt hay thêm đại 1 màu nào đó cho đỡ mag tiếng lộ quá z rồi sam fan lấy gì mà ăn_nói,negative
4783,thiếu mỗi quả táo ở mặt sau nữa thôi negative,negative
4784,tôi dùng s7 đây chưa đầy 2 tháng đã chán sợ luôn anh_em nhà họ sam negative,negative
4785,khuyên thằng em_trai mua không e 5 giờ nó nói chả ra gì android chả được mượt siêu phẩm gì vẫn giật lag cái bút thì ít dùng positive,negative
4786,thời_gian đầu về thì lỏng lắc nhẹ là rơi nó rút điện_thoại ra nghe mạnh_tay 1 cái thế_là rơi ra đường ô_tô cán qua đi bảo_hành s bảo bị lỗi cái lẫy gì đó giờ thì nó notpos rút  ra ra bảo_hành thì bảo không còn nguyên_vẹn nên không bảo_hành negative negative,negative
4787,cái chỗ cắm bút vào thì được tháng đã xước toè loe khuyên các bạn đừng mua siêu phẩm của samsung phần_mềm thì quá chậm cập_nhật phần_mềm rác thì nhiều vô_kể thật_sự quá thất_vọng positive negative,negative
4788,từ_biệt thương_hiệu samsung mua 1 lần duy_nhất và cả đời không mua nữa,negative
4789,nói thật là notpos  cái màn_hình cong tí nào,negative
4790,mình cũng vậy từ trước giờ trung_thành với iphone đang dùng iphone6 ngon_lành thấy quả ng cáo con s6 ngon quá thế_là bán con 6 lên s6 dùng thấy rất ưng_ý về khoảng camera và thiết_kế positive,negative
4791,màn_hình đẹp lướt web ok nhưng trải nghiệm thua xa con ip6 về pin thì quá tệ 3000ma nhưng quá nhanh tụt dùng nhiều một ngày sạc hai lần positive positive negative,negative
4792,chơi game thì lag kinh_khủng bàn_phím thì quá chán nói_chung dùng samsung chỉ được cam ngon thiết_kế đẹp còn lại thua xa iphone negative positive positive positive,negative
4793,nói thật aple xài chán đang xài ip 6 plus mà thấy lúc_nào cũng phải cập_nhật bản vá lỗi aple 9 1 rồi 9 1 9 3 1 rồi giờ 9 9 2 treo máy negative negative,negative
4794,giống sámung quá không có gì mới không lên_đời nữa cứ sản_phẩm lus dùng thôi,negative
4795,xấu hơn s6 active nhưng nếu về vn mình chọn s7 active vì hình_như em nó hỗ_trợ thẻ_nhớ trước lăn_tăn s6 active nhưng không có thẻ_nhớ nên thôi positive negative,negative
4796,nhìn có vân ngang trước máy xấu quá tôi vẫn thích s6 active hơn đang đợi xách tay dòng ngâm nước chuẩn về là hốt negative positive positive,negative
4797,ba nút điều hướng nhìn quê quê không còn hầm_hố nữa s6 active vẫn đẹp nhất positive,negative
4798,hoạ_tiết vân ngang ở mặt trước máy làm máy trông xấu kinh negative,negative
4799,mình thật_sự không dám nhìn vào cái hình s7 active này cảm_giác bựa bựa thế_nào ấy mặc_dù mình là fan cuồng của s,negative
4800,nhìn như đồ_chơi con_nít,negative
4801,chiêu quả ng cáo thôi mà,negative
4802,dưới thời của steve gì obs chuyện này không bao_giờ xảy ra,negative
4803,nên sa_thải hết khâu thiết_kế đi là vừ,negative
4804,k màu vàng hồng thì nữ tí,negative
4805,aple thiết_kế ngày_một đi xuố,negative
4806,có 4 cái lỗ loa để phục_vụ cho 1 loa thì có,negative
4807,tím nhìn giống đồ_chơi quá,negative
4808,thiết_kế ý_tưởng tương_tự nhưng xấu hơn cả iphone2 negative,negative
4809,ghét nhất samsung là cái camera lồi iphone 6 lồi lên là cạch mặt luôn giờ iphone 7 thiết_kế đã xấu mà còn lồi nữa thì hết_ý_kiến negative negative,negative
4810,icon nhìn không tinh_tế notneg  quan_trọng nhất cái màn_hình chính lúc_nào cũng đập vào mắt mà màu_sắc icon nhợt_nhạt như máy china,negative
4811,rồi chất_lượng ảnh có đi xuống lg thật_sự không phải là anh tài trong lĩnh_vực máy_ảnh các đời điện_thoại lg mặt dù lúc mới ra_mắt được pr chức_năng chụp ảnh nhưng khi sử_dụng thực_tế mới thấy tệ cảm_biến lg chưa phải là đối_thủ xứng tầm của sony positive negative,negative
4812,lại theo bác lg rồ,negative
4813,nếu đúng camera kép mà lồi thế kia thì ghớm chết positive negative,negative
4814,trước đọc tin xem ip phát_triển sao h xem để biết ip xuống như nào positive,negative
4815,tôi cũng giống bạn đang hóng cái kết của iphone sẽ xuống_dốc như nào,negative
4816,thế_mà vẫn giữ bản 16gb được bác ạ kì_cục positive,negative
4817,aple đang thử tài kiên_nhẫn của khách_hàng đây mà chắc bản 16g để thể_hiện với các hãng khác là hệ điều_hành gọn_nhẹ 16g vẫn chạy tốt positive,negative
4818,còn bỏ 128g vì muốn thu nhiều tiền hơn từ bản 256 và ép người dùng chỉ được dùng 64 thôi để còn phải sử_dụng positive,negative
4819,chắc sắp thu tiền phí sử_dụng iclound rồi ấy chứ huỷ luôn dung_lượng fre thu phí từ khi sử_dụng ối cuồng sẽ bảo như thế_là nâng_giá_trị của ip lên một tầm cao mới,negative
4820,aple đang vùng_vẫy để tìm mọi cách hút máu khách_hàng,negative
4821,nói không với ap lập_tức táo dở sẽ trở về thực_tế thôi,negative
4822,2016 iphone who cares positive,negative
4823,thật buồn cho các tín_đồ của ip negative,negative
4824,quả này lại bị iphone móc_túi nữa rồi 16 g giờ chỉ để nghe với gọi negative,negative
4825,khi iphone mà chỉ cải_tiến cấu_hình thì cũng như smart phone trung_quốc,negative
4826,bỏ luôn 64gb cho nó dễ,negative
4827,thật không_thể hiểu nổi thời_đại này iphone còn xài bộ_nhớ trong 16gb không cho xài thẻ_nhớ nốt ép khách_hàng một_cách thô_thiển rồi sẽ có ngày aple phải nhận quả đắng là khách_hàng quay lưng cho xem,negative
4828,đưa sang vn chắc ế người việt đã mua smart phone là phải đắt tiền để chưng_diện người không có nhều tiền thì mua loại cục gạch_chỉ để nghe gọi và nhắn_tin thôi positive negative negative,negative
4829,điện_thoại giá này chắc bảo_hành chỉ 24h mà thôi,negative
4830,té_ra chỉ bán trong nước mà giá 1 triệu đông thì chưng nào về vn hở bác,negative
4831,khó khả_quan negative,negative
4832,b có hệ đièu hành hìan hảo nhueng khổ nỗi aps quá tệ và cái nào cũng bị tính phí thậm_chí instagram facebo negative negative,negative
4833,tôi mua aps 2 lần làn nào cũng vậy nản 1 tải aps qua snap thì notpos dùng  toàn_bộ tính_năng của aps như v nhắn_tin er thì không nghe gọi được uber thì cứ quay thôi là b pa sản_phẩm ort nếu bạn nào có ý_định dùng qwerty thì cân_nhắc_nhez positive,negative
4834,aps bây_giờ chỉ hỗ_trợ fultouch mình thích b lắm nhưng với sản_phẩm như hiện_giờ thì chẳng hiểu b sẽ đi đâu positive,negative
4835,mỗi b10 thôi đã notpos đỡ  giờ còn chạy được ng song cả 2 nửa_vời thế_nào ấy pa sản_phẩm ort mà có viết giống của s không e và cải_thiện phần aps nữa là không cái dth nào đáng mơ_ước như pas positive,negative
4836,tôi thì notpos  b vì nhỏ thư_ký không khoái dùng b mà điện_thoại thì tôi toàn đưa nhỏ thư_ký nghe giùm,negative
4837,thất_bại thôi chuyển qua kinh_doanh món khác cho lành,negative
4838,6gb cũng chỉ bằng iphone 2gb mà thôi nhưng theo thời_gian e ram 6gb cũng chậm dần đều positive negative,negative
4839,bác lên thử ios 9 3 1 xem nó phà phà được không bấm vào cài_đặt mà mãi một lúc nó mới vào được positive positive,negative
4840,iphone 4s với cái hệ điều_hành xử_lý như con rùa không nâng_cấp theo yêu_cầu thì ứng_dụng tương_lai khỏi sử_dụng ngoại_trừ nghe gọi,negative
4841,sam hay aple cũng đều hết trò mỗi năm ra mẫu mới cũng chỉ là nâng cấu_hình,negative
4842,sam sung phải ram 10gb mới mượt được còn iphone chỉ cần 3gb ram là đua tốt rồi đó là khác_biệt giữa iphone và samsung positive positive,negative
4843,samsung toàn dùng sức và cơ_bắp còn trí_tuệ thì notneg   ram có 6gb cũng thua iphone 2gb thôi,negative
4844,không có công_nghệ đột_biến nào bán với giá ảo_tưởng ế negative,negative
4845,bạn nói chuẩn không có gì đặc_biệt mà giá ngất_ngưởng positive,negative
4846,giá chát rồi htc như vậy htc viết tắt hết thuốc chữa positive,negative
4847,thiết_kế thì dày cộm mà pin có 3000mah,negative
4848,đây có_lẽ là cú ngáp cuối_cùng của htc chăng sao mà đắt quá_vậy negative,negative
4849,htc mình notpos  nhìn notpos  trong cứ như hàng bình_dân của tàu bằng từng này tiền tôi sẽ mua iphone 6s s7 g5 sony z,negative
4850,giá này mua s7 ngon hơn positive,negative
4851,ôi cái giá quá nhiều lựa_chọn cho tầm tiền này,negative
4852,ế chắc negative,negative
4853,thôi em lấy bphone còn chất hơn nhiều,negative
4854,kiểu này không đấu lại galaxy s7 rồi,negative
4855,12tr hợp_lí hơn,negative
4856,17 củ có nhầm không htc negative,negative
